timestamp,user_id,url,ip_address
2026-04-08 18:23:57.268715,USER_9091,https://example.com/search/23,103.40.100.95
2026-04-15 12:07:57.268732,USER_4333,https://example.com/payment/159,114.208.126.25
2026-03-27 19:15:57.268736,USER_6021,https://example.com/search/307,68.152.110.136
2026-03-30 15:42:57.268740,USER_7215,https://example.com/profile/922,119.143.209.205
2026-04-18 01:57:57.268742,USER_7440,https://example.com/cart/26,201.200.6.215
2026-03-30 23:56:57.268743,USER_8423,https://example.com/home/514,186.24.68.36
2026-03-27 20:22:57.268745,USER_4136,https://example.com/product/365,226.100.120.203
2026-04-18 00:24:57.268747,USER_2407,https://example.com/home/283,74.41.165.48
2026-04-12 03:41:57.268749,USER_2270,https://example.com/home/520,148.235.1.28
2026-04-19 22:46:57.268750,USER_7752,https://example.com/profile/524,153.218.84.212
2026-03-27 01:37:57.268752,USER_3704,https://example.com/profile/811,44.86.31.234
2026-03-26 00:09:57.268754,USER_9921,https://example.com/cart/271,92.168.90.72
2026-04-17 09:08:57.268755,USER_2428,https://example.com/home/543,115.9.121.6
2026-04-15 05:10:57.268757,USER_7689,https://example.com/profile/143,157.25.191.172
2026-04-12 08:20:57.268759,USER_1130,https://example.com/product/4,152.102.141.35
2026-03-31 01:51:57.268760,USER_4861,https://example.com/search/863,155.76.221.205
2026-04-04 10:33:57.268762,USER_3131,https://example.com/payment/30,224.187.28.45
2026-04-18 14:55:57.268764,USER_2918,https://example.com/home/910,144.92.41.147
2026-04-17 20:36:57.268765,USER_6204,https://example.com/product/642,186.74.31.216
2026-04-14 19:02:57.268767,USER_8034,https://example.com/checkout/204,42.32.85.147
2026-03-27 00:39:57.268768,USER_8145,https://example.com/product/543,84.222.113.112
2026-04-10 14:48:57.268770,USER_5750,https://example.com/profile/772,171.126.185.237
2026-04-13 13:28:57.268772,USER_2049,https://example.com/home/385,32.220.168.228
2026-04-18 07:12:57.268773,USER_9032,https://example.com/home/502,83.51.62.16
2026-04-15 17:28:57.268775,USER_9233,https://example.com/checkout/393,215.112.26.5
2026-04-07 04:00:57.268777,USER_1837,https://example.com/payment/675,250.25.213.148
2026-03-27 07:46:57.268778,USER_8044,https://example.com/product/868,109.187.29.175
2026-04-06 21:11:57.268780,USER_6800,https://example.com/cart/927,23.132.214.129
2026-04-05 03:44:57.268782,USER_1972,https://example.com/profile/321,192.76.17.33
2026-04-06 07:00:57.268784,USER_6348,https://example.com/checkout/201,2.68.96.28
2026-04-13 06:55:57.268786,USER_5635,https://example.com/search/246,141.98.66.21
2026-03-24 15:30:57.268787,USER_8192,https://example.com/cart/338,117.87.37.73
2026-04-05 15:20:57.268789,USER_3630,https://example.com/cart/206,78.63.201.73
2026-03-29 15:01:57.268791,USER_7391,https://example.com/home/640,47.27.101.227
2026-03-23 21:26:57.268792,USER_1686,https://example.com/product/957,235.134.174.115
2026-04-16 10:32:57.268794,USER_7153,https://example.com/cart/565,35.81.186.232
2026-04-08 17:22:57.268796,USER_7084,https://example.com/cart/483,250.150.253.76
2026-04-15 19:27:57.268797,USER_4004,https://example.com/search/357,222.57.164.236
2026-03-24 12:26:57.268799,USER_1606,https://example.com/home/648,99.22.79.55
2026-03-24 18:34:57.268801,USER_9760,https://example.com/cart/921,5.147.109.103
2026-04-01 17:18:57.268802,USER_1630,https://example.com/profile/935,230.183.200.57
2026-03-30 13:48:57.268804,USER_2316,https://example.com/product/20,139.108.143.141
2026-04-11 19:34:57.268806,USER_8018,https://example.com/product/232,26.24.85.210
2026-04-10 08:32:57.268807,USER_5064,https://example.com/checkout/272,78.21.241.69
2026-04-11 05:05:57.268809,USER_5377,https://example.com/payment/885,156.5.167.84
2026-04-04 10:27:57.268811,USER_1870,https://example.com/cart/266,118.176.149.250
2026-04-19 15:18:57.268812,USER_9539,https://example.com/search/135,206.232.132.55
2026-03-31 14:27:57.268814,USER_1092,https://example.com/payment/379,160.177.238.47
2026-04-15 11:46:57.268815,USER_1691,https://example.com/product/702,69.252.85.151
2026-03-30 19:03:57.268817,USER_2764,https://example.com/product/686,55.226.1.132
2026-04-07 19:23:57.268819,USER_3733,https://example.com/checkout/387,99.128.224.24
2026-04-01 12:25:57.268820,USER_3162,https://example.com/home/231,60.254.92.235
2026-03-23 03:34:57.268822,USER_8739,https://example.com/home/257,62.245.81.210
2026-04-20 02:10:57.268824,USER_4658,https://example.com/checkout/302,149.235.101.114
2026-04-05 21:33:57.268826,USER_6775,https://example.com/search/443,121.198.246.134
2026-03-31 06:07:57.268827,USER_3012,https://example.com/product/349,223.225.212.109
2026-04-09 15:31:57.268829,USER_1674,https://example.com/home/488,194.46.10.254
2026-03-30 07:04:57.268831,USER_3299,https://example.com/checkout/893,18.201.175.74
2026-04-10 08:44:57.268832,USER_8728,https://example.com/product/812,185.252.46.119
2026-04-20 05:17:57.268834,USER_4092,https://example.com/payment/820,23.73.205.40
2026-04-09 02:38:57.268841,USER_7884,https://example.com/search/311,145.137.136.31
2026-04-05 20:07:57.268844,USER_8110,https://example.com/profile/437,166.166.152.237
2026-03-24 03:07:57.268845,USER_1023,https://example.com/cart/789,152.249.74.77
2026-03-22 16:49:57.268847,USER_5108,https://example.com/profile/346,30.249.105.115
2026-03-29 07:59:57.268849,USER_8741,https://example.com/payment/752,43.240.27.160
2026-03-24 13:00:57.268851,USER_3251,https://example.com/search/890,84.226.204.220
2026-04-12 06:47:57.268854,USER_8725,https://example.com/search/222,244.238.0.234
2026-03-29 21:36:57.268856,USER_1618,https://example.com/cart/235,159.223.248.242
2026-03-31 15:59:57.268858,USER_3457,https://example.com/cart/137,32.85.23.244
2026-04-09 02:54:57.268859,USER_3191,https://example.com/home/365,100.63.120.112
2026-04-01 09:59:57.268861,USER_7678,https://example.com/checkout/418,157.238.32.77
2026-03-26 02:03:57.268862,USER_2067,https://example.com/search/239,159.20.90.111
2026-04-06 07:36:57.268864,USER_8509,https://example.com/search/222,137.228.210.246
2026-03-29 09:29:57.268866,USER_5823,https://example.com/payment/139,254.136.85.2
2026-03-26 06:04:57.268867,USER_3661,https://example.com/home/880,169.11.216.35
2026-04-14 22:03:57.268869,USER_7475,https://example.com/payment/123,38.207.75.132
2026-04-09 23:56:57.268870,USER_1579,https://example.com/checkout/350,114.175.210.176
2026-03-31 22:34:57.268872,USER_3344,https://example.com/home/86,200.231.106.175
2026-03-27 15:26:57.268874,USER_4460,https://example.com/search/950,221.28.232.239
2026-04-10 04:41:57.268876,USER_7017,https://example.com/profile/357,20.169.18.26
2026-03-30 18:00:57.268877,USER_1471,https://example.com/search/345,61.42.174.115
2026-03-31 03:08:57.268879,USER_6890,https://example.com/profile/509,3.70.217.51
2026-04-05 20:46:57.268880,USER_5617,https://example.com/home/544,57.125.7.227
2026-03-29 12:00:57.268882,USER_8667,https://example.com/profile/926,41.15.187.103
2026-04-16 15:25:57.268883,USER_3392,https://example.com/payment/404,89.25.19.159
2026-04-14 01:40:57.268885,USER_9005,https://example.com/checkout/510,54.114.242.235
2026-04-16 11:30:57.268887,USER_9006,https://example.com/cart/19,179.147.150.60
